传奇名称,底材名称,传奇来源,判定依据,Wiki匹配,Wiki查询URL,校验日期
Craiceann's Tracks,Goliath Greaves,BOSS掉落,"Craiceann's Tracks can only drop from Craiceann, First of the Deep.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Craiceann's_Tracks,2026-09-03
Daresso's Courage,Baroque Round Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Daresso's_Courage,2026-09-03
Chitus' Apex,Necromancer Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Chitus'_Apex,2026-09-03
Ming's Heart,Amethyst Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ming's_Heart,2026-09-03
Leper's Alms,Mirrored Spiked Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Leper's_Alms,2026-09-03
Ahkeli's Meadow,Ruby Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ahkeli's_Meadow,2026-09-03
The Desecrated Chalice,Coronal Maul,其它掉落,Drops from Mirage encounters.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Desecrated_Chalice,2026-09-03
The Sacred Chalice,Coronal Maul,其它掉落,"Obtained by using a 16x16px|link=|alt=Coin of Restoration Coin of Restoration Stack Size: 10 Restores an Afarud Unique item to its past Maraketh form ""Drain away the sands of Time, restore that which is now mine!"" Right click this item then left click a valid Afarud Unique item to restore it to its Maraketh form. 78x78px|link=|alt=|class=item-icon on 16x16px|link=|alt=The Desecrated Chalice The Desecrated Chalice Coronal Maul Two Hand Mace Physical Damage: (200.2-236.6)&nb...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Sacred_Chalice,2026-09-03
Dyadus,Infernal Axe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dyadus,2026-09-03
Medved's Challenge,Runic Gauntlets,其它掉落,Drops from Expedition monsters in zones or Logbooks.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Medved's_Challenge,2026-09-03
Cherrubim's Maleficence,Triumphant Lamellar,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cherrubim's_Maleficence,2026-09-03
Atziri's Step,Slink Boots,BOSS掉落,Only drops from regular Atziri in the Apex of Sacrifice or Incursion Atziri in the Throne of Atziri (in the Temple of Atzoatl),传奇名+底材精确匹配,https://www.poewiki.net/wiki/Atziri's_Step,2026-09-03
Eber's Unification,Hubris Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Eber's_Unification,2026-09-03
Replica Infractem,Decimation Bow,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Infractem,2026-09-03
Apep's Rage,Omen Wand,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Apep's_Rage,2026-09-03
Lightpoacher,Great Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Lightpoacher_(1_Abyssal_Socket),2026-09-03
Forbidden Shako,Great Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Forbidden_Shako,2026-09-03
Rainbowstride,Conjurer Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rainbowstride,2026-09-03
Touch of Anguish,Imperial Claw,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Touch_of_Anguish,2026-09-03
Ahn's Might,Midnight Blade,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ahn's_Might,2026-09-03
The Beast Fur Shawl,Vaal Regalia,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Beast_Fur_Shawl,2026-09-03
Ahn's Contempt,Praetor Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ahn's_Contempt,2026-09-03
Scornflux,Satin Slippers,其它掉落,Can be obtained by taking this item from a mercenary with this item equipped after winning a duel.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Scornflux,2026-09-03
Witchhunter's Judgment,Highborn Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Witchhunter's_Judgment,2026-09-03
Akoya's Gaze,Regicide Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Akoya's_Gaze,2026-09-03
Gorgon's Gaze,Regicide Mask,BOSS掉落,"Gorgon's Gaze drops from Talin, Faithbreaker, the boss of unique map 16x16px|link=|alt=Pillars of Arun Pillars of Arun Map (Tier 1) Monster Level: 68 Item Quantity: +(100-150)% Item Rarity: +(200-300)% (60-100)% increased Experience gain Area contains unbridged gaps to cross Monsters have 50% chance to Avoid Ailments (20-25)% increased Monster Movement Speed (20-25)% increased Monster Attack Speed (20-25)% increased Monster Cast Speed Players have 200% increased Cooldown R...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Gorgon's_Gaze,2026-09-03
Ynda's Stand,Studded Belt,其它掉落,"Obtained randomly as a reward for completing port quotas when shipping resources from Kingsmarch to Riben Fell, Pondium, or Kalguur.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ynda's_Stand,2026-09-03
Kongor's Undying Rage,Terror Maul,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kongor's_Undying_Rage,2026-09-03
Ahn's Heritage,Colossal Tower Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ahn's_Heritage,2026-09-03
Saqawal's Winds,Soldier Gloves,BOSS掉落,"Saqawal's Winds can only drop from Saqawal, First of the Sky in Saqawal's Roost.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Saqawal's_Winds,2026-09-03
Legacy of Fury,Wyrmscale Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Legacy_of_Fury,2026-09-03
Presence of Chayula,Onyx Amulet,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Presence_of_Chayula,2026-09-03
Astramentis,Onyx Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Astramentis,2026-09-03
Crystallised Omniscience,Onyx Amulet,BOSS掉落,Drops from Uber Exarch.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Crystallised_Omniscience,2026-09-03
Aul's Uprising,Onyx Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Aul's_Uprising_(All_Attributes),2026-09-03
Stormfire,Opal Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Stormfire,2026-09-03
Devoto's Devotion,Nightmare Bascinet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Devoto's_Devotion,2026-09-03
Agnerod North,Imperial Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Agnerod_North,2026-09-03
Agnerod East,Imperial Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Agnerod_East,2026-09-03
Agnerod South,Imperial Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Agnerod_South,2026-09-03
Agnerod West,Imperial Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Agnerod_West,2026-09-03
Breath of the Council,Carnal Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Breath_of_the_Council,2026-09-03
Replica Heartbreaker,Royal Skean,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Heartbreaker,2026-09-03
Fenumus' Weave,Carnal Mitts,BOSS掉落,"Fenumus' Weave can only drop from Fenumus, First of the Night.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fenumus'_Weave,2026-09-03
Replica Victario's Charity,Laminated Kite Shield,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Victario's_Charity,2026-09-03
Worldcarver,Dragonscale Gauntlets,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Worldcarver,2026-09-03
Painseeker,Shagreen Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Painseeker,2026-09-03
The Poet's Pen,Somatic Wand,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Poet's_Pen,2026-09-03
Putembo's Mountain,Topaz Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Putembo's_Mountain,2026-09-03
Rise of the Phoenix,Mosaic Kite Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rise_of_the_Phoenix,2026-09-03
Darkray Vectors,Dragonscale Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Darkray_Vectors,2026-09-03
Vis Mortis,Necromancer Silks,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Vis_Mortis,2026-09-03
Malachai's Loop,Harmonic Spirit Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Malachai's_Loop,2026-09-03
Cane of Kulemak,Serpentine Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cane_of_Kulemak_(variant_1),2026-09-03
The Scales of Justice,Chiming Spirit Shield,其它掉落,The Scales of Justice can only drop in the Lord's Labyrinth.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Scales_of_Justice,2026-09-03
Dyadian Dawn,Heavy Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dyadian_Dawn,2026-09-03
Rigwald's Curse,Wereclaw Talisman,其它掉落,"Can drop from Spirit Beasts, or randomly obtained through the Beastcrafting recipe requiring The Black Mórrigan that creates a new Talisman.",按传奇名回退匹配（底材版本不同）,https://www.poewiki.net/wiki/Rigwald's_Curse,2026-09-03
Death's Hand,Karui Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Death's_Hand,2026-09-03
Doryani's Catalyst,Vaal Sceptre,BOSS掉落,Only drops from regular Atziri in the Apex of Sacrifice or Incursion Atziri in the Throne of Atziri (in the Temple of Atzoatl),传奇名+底材精确匹配,https://www.poewiki.net/wiki/Doryani's_Catalyst,2026-09-03
Geofri's Sanctuary,Elegant Ringmail,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Geofri's_Sanctuary,2026-09-03
Kaom's Command,Siege Helmet,其它掉落,Obtained randomly as a reward for shipping resources from Kingsmarch to Ngakanu or Te Onui.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kaom's_Command,2026-09-03
Maw of Conquest,Steel Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Maw_of_Conquest,2026-09-03
The Restless Ward,Carnal Armour,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Restless_Ward,2026-09-03
Actum,Butcher Axe,其它掉落,Actum can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Actum,2026-09-03
The Stampede,Assassin's Boots,其它掉落,Can drop after completing a Blight encounter in a Blighted map.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Stampede,2026-09-03
Speaker's Wreath,Prophet Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Speaker's_Wreath,2026-09-03
Replica Innsbury Edge,Elder Sword,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Innsbury_Edge,2026-09-03
Cerberus Limb,Blood Sceptre,BOSS掉落,"Cerberus Limb drops from Ahuatotli, the Blind, the most common boss among the 3 bosses of the Azurite Mine. His node, The Grand Architect's Temple, can potentially spawn in the Vaal Outpost biome.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cerberus_Limb,2026-09-03
Replica Kalisa's Grace,Samite Gloves,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Kalisa's_Grace,2026-09-03
Rive,Terror Claw,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rive,2026-09-03
The Oppressor,Elegant Round Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Oppressor,2026-09-03
Mercenary's Lot,Slink Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mercenary's_Lot,2026-09-03
Jaws of Agony,Supreme Spiked Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Jaws_of_Agony,2026-09-03
Singularity,Platinum Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Singularity,2026-09-03
Hyaon's Fury,Legion Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hyaon's_Fury,2026-09-03
Apep's Slumber,Vaal Spirit Shield,其它掉落,Apep's Slumber can only be obtained from a chest inside the tier 3 incursion room Toxic Grove (upgraded from Poison Garden and Cultivar Chamber).,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Apep's_Slumber,2026-09-03
Belly of the Beast,Full Wyrmscale,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Belly_of_the_Beast,2026-09-03
Redblade Tramplers,Ancient Greaves,其它掉落,"Redblade unique items are dropped from Redblade Warbands (some items are restricted to Redblade bosses only). Redblade Warbands can be encountered in 16x16px|link=|alt=Lighthouse Map Lighthouse Map Map Tier: 4 Monster Level: 71 Guild Character : F Travel to this Map by using it in the Templar Laboratory or a personal Map Device. Maps can only be used once. 78x78px|link=|alt=|class=item-icon or specific unique strongbox. There are additional ways to spawn random Warbands, r...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Redblade_Tramplers,2026-09-03
Replica Soul Tether,Cloth Belt,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Soul_Tether,2026-09-03
Haunting Memories,Turquoise Amulet,BOSS掉落,Drops from Uber Incarnation of Neglect.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Haunting_Memories,2026-09-03
The Magnate,Studded Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Magnate,2026-09-03
The Torrent's Reclamation,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Torrent's_Reclamation,2026-09-03
Perseverance,Vanguard Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Perseverance,2026-09-03
Willowgift,Jade Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Willowgift,2026-09-03
Kaom's Binding,Heavy Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kaom's_Binding,2026-09-03
Veruso's Battering Rams,Titan Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Veruso's_Battering_Rams,2026-09-03
